key,environment,family,difficulty,trajectory,start,frames,split,depth_median_m,depth_max_m,depth_masked_columns,flow_valid_share,boundary_share,lum_mean,step_m_median,sha256
JapaneseCity/hard/P008/000684,JapaneseCity,Japanese,hard,P008,684,32,train,4.9531,21.52,0,0.9571,0.3257,0.5791,0.3204,a5e27ed5e9c2e02c7e9564c123fde0273d8334123c6c68ae396555ce979497d2
JapaneseCity/hard/P009/000116,JapaneseCity,Japanese,hard,P009,116,32,train,10.4922,15344.0,0,0.9002,0.6146,0.3391,0.3783,9c4b9b3d60ee8c17201a857230291403452c707304408eb37fce11abd88561b4
JapaneseCity/hard/P009/000382,JapaneseCity,Japanese,hard,P009,382,32,train,2.9492,9.52,0,0.9388,0.3681,0.4229,0.3199,d2249118ecc51d9167ec973f9c8a1a38f61d8eeba8fb019520e38cc11de78765
JapaneseCity/hard/P010/000276,JapaneseCity,Japanese,hard,P010,276,32,train,8.1562,28.61,0,0.9411,0.5853,0.3609,0.3317,57caa339d54dc84ece18e4de3a8041cdd3ed41d3189266386ba587fddcaa11ab
JapaneseCity/hard/P010/000859,JapaneseCity,Japanese,hard,P010,859,32,train,11.7188,16040.0,0,0.8947,0.6643,0.206,0.321,9e56aa46aa5ab1f0007199112c35642ee8c38e524a5259ac132717217f522d59
MiddleEast/easy/P000/000282,MiddleEast,MiddleEast,easy,P000,282,32,validation,5.457,15464.0,0,0.9722,0.4434,0.6562,0.2637,41e5f08448eb9b56a84bc9c16614f20bd4d11aca8487e29c64ae2e5b16b9374d
MiddleEast/easy/P000/000876,MiddleEast,MiddleEast,easy,P000,876,32,validation,2.1074,43.66,0,0.9682,0.2624,0.4774,0.1029,9cb60f3c40c7e387c69a6961fbd8cb9590d0e99d101e1c0ef759420b3fd7cdd4
MiddleEast/easy/P001/000177,MiddleEast,MiddleEast,easy,P001,177,32,validation,3.6797,13480.0,0,0.9848,0.234,0.5256,0.0646,69fb2dbdb6ca26203aac1b68894346fd07c42897a0bcfb76826198327cade220
MiddleEast/easy/P001/000564,MiddleEast,MiddleEast,easy,P001,564,32,validation,4.6406,13968.0,0,0.9773,0.272,0.6698,0.1015,97345eab94a6cf05f802990e673e90a378c82c89260aee73104d35eaa85ea992
MiddleEast/easy/P002/000210,MiddleEast,MiddleEast,easy,P002,210,32,validation,3.7207,16128.0,0,0.935,0.3543,0.6977,0.2074,551abd7f6e6002ae3f72b2a3667a2be62725852b81c8b8d3abb540a144098d7e
MiddleEast/easy/P002/000664,MiddleEast,MiddleEast,easy,P002,664,32,validation,5.7383,15968.0,0,0.989,0.4889,0.6448,0.0904,8f73146a8953242b1e0b28ee66c5eada4ecc842afc3b22687f0e3707beabc9e4
MiddleEast/easy/P003/000214,MiddleEast,MiddleEast,easy,P003,214,32,validation,6.3398,14624.0,0,0.9819,0.4115,0.6079,0.1138,e9096089d62f800cfcd3642c3d3cc07b583d023110e75e9591932b39ed11953f
MiddleEast/easy/P003/000674,MiddleEast,MiddleEast,easy,P003,674,32,validation,7.6211,16056.0,0,0.9079,0.3646,0.6575,0.2605,7870ac868a725025fe0e58395b727e346ac7b6ebe8ac19f3d58602f500c476bc
MiddleEast/easy/P004/000193,MiddleEast,MiddleEast,easy,P004,193,32,validation,3.8184,58.66,116,0.8974,0.3197,0.1452,0.3371,9e9410d8a362e194a8c1b4826b06b1c5b0c23b1967f33368c540d1540c3a7acc
MiddleEast/easy/P004/000611,MiddleEast,MiddleEast,easy,P004,611,32,validation,3.2988,51.28,34,0.932,0.5065,0.0292,0.1508,9aab7cfed25357fcac87c775952cbedd75d0c6e22883c13a08930797e75cad86
MiddleEast/easy/P005/000362,MiddleEast,MiddleEast,easy,P005,362,32,validation,3.6641,69.12,1184,0.9576,0.3245,0.1621,0.294,85b91416127089086c8f03008e9a0fda71c3a1b7678d9b62c744840ce65ee6fe
MiddleEast/easy/P005/001117,MiddleEast,MiddleEast,easy,P005,1117,32,validation,5.6875,48.73,201,0.9835,0.4184,0.0753,0.1193,1a6a2a97ea3608879936da2ee0a88bf32d8603d3ff6fa27352a6adb2039415f3
MiddleEast/easy/P006/000222,MiddleEast,MiddleEast,easy,P006,222,32,validation,3.2949,57.25,1678,0.9285,0.3292,0.1983,0.1229,8b1a0cea6b2766a006448f19bbe727aac8301e8c2399d475a47564d095e8e3de
MiddleEast/easy/P006/000696,MiddleEast,MiddleEast,easy,P006,696,32,validation,7.1602,75.31,3847,0.972,0.4666,0.2946,0.0864,1287b1c5d96f3eb395b66e10844a89d40a5ef5d1b52a368d75ead8117ec35076
MiddleEast/easy/P007/000161,MiddleEast,MiddleEast,easy,P007,161,32,validation,4.6602,26.19,1,0.9561,0.2627,0.085,0.1433,2b6e6bcd4d9131097ee1897f370b40ec3bb1c8ac76f1c4bda8992f7ecc598fe6
MiddleEast/easy/P007/000514,MiddleEast,MiddleEast,easy,P007,514,32,validation,8.9844,58.92,4813,0.963,0.5306,0.3488,0.1788,590a0fdff9efd228595ccedd987774c743680ca4ab2d92ccbaaa8a12be212669
MiddleEast/easy/P008/000241,MiddleEast,MiddleEast,easy,P008,241,32,validation,5.207,36.66,0,0.942,0.4268,0.6511,0.1619,51446379c97a5c48d9679637d681b8266109cc823058e67d1ab67ec5e93f0b5b
MiddleEast/easy/P008/000756,MiddleEast,MiddleEast,easy,P008,756,32,validation,6.1445,49.86,0,0.9027,0.4594,0.3494,0.0937,8bc0f3531fdb38f1b340d91617656c1a4e910e250df349d0385318b7c051e78a
MiddleEast/easy/P009/000308,MiddleEast,MiddleEast,easy,P009,308,32,validation,2.8262,93.03,0,0.9608,0.2881,0.132,0.2104,fd4c9dc5cec437fd437b08533b84d3309b831386ae92dfc10ffed02899045f12
MiddleEast/easy/P009/000954,MiddleEast,MiddleEast,easy,P009,954,32,validation,7.3672,55.72,0,0.8908,0.5598,0.4207,0.1455,b1f0d97e26edf1e0447f4d35a00c0c70d3bcedc989b677ad1c1e561ff7f97e2e
MiddleEast/easy/P010/000192,MiddleEast,MiddleEast,easy,P010,192,32,validation,4.8828,59.34,0,0.8875,0.4802,0.393,0.1262,e779ae66832dca9fbebcbd1d16e47fd9f62ecc6c2d3fdde7d238ac65c9c323f6
MiddleEast/easy/P010/000606,MiddleEast,MiddleEast,easy,P010,606,32,validation,3.2725,23.64,0,0.9682,0.2044,0.5467,0.1178,be0c772a2a2a87f5794d9c36cababed224d1bc22fc30ff9e74e85e5ee6fc8eb4
MiddleEast/easy/P011/000207,MiddleEast,MiddleEast,easy,P011,207,32,validation,6.3271,53.75,0,0.8872,0.4313,0.3841,0.3593,c507c2685962c5d4202b1b1f11917d1c1c7a29d3882fbe55b265e9dc92e1d875
MiddleEast/easy/P011/000652,MiddleEast,MiddleEast,easy,P011,652,32,validation,4.4727,25.48,0,0.9466,0.4854,0.3924,0.0913,814531113ea66c6aec387c17895d0a18221a9e64240f30be66cd8aefa022b34c
MiddleEast/hard/P000/000193,MiddleEast,MiddleEast,hard,P000,193,32,validation,3.8555,14600.0,0,0.8502,0.3358,0.6418,0.2243,ba1af29a8d595032e87dedd3e4ff82c56ed84cc31ce34ce98b97d52030ca6f4c
MiddleEast/hard/P000/000611,MiddleEast,MiddleEast,hard,P000,611,32,validation,10.8828,15816.0,0,0.9448,0.4969,0.6695,0.2282,c6ec1c31a9ed667c49efc82f759fa3d875aa42d5891ccde53444dbf518d804bb
MiddleEast/hard/P001/000110,MiddleEast,MiddleEast,hard,P001,110,32,validation,5.5527,16376.0,0,0.94,0.3086,0.6644,0.2704,657c7b1c0f046e614c61d914659acb8b946a45254c37a4b0bcb4adc637935f3b
MiddleEast/hard/P001/000360,MiddleEast,MiddleEast,hard,P001,360,32,validation,12188.0,16360.0,0,0.9518,0.2867,0.8096,0.3609,604c27113b790c904fce0633afeb9f9e978bb2f5762b6f848919bf42a2290727
MiddleEast/hard/P002/000150,MiddleEast,MiddleEast,hard,P002,150,32,validation,4.9688,16328.0,0,0.9151,0.3815,0.7516,0.1408,b73bfe262efbc9f1d1f90606dffbf1d44c574df4a0325dd50d097faffa338c74
MiddleEast/hard/P002/000481,MiddleEast,MiddleEast,hard,P002,481,32,validation,5.3203,15504.0,0,0.9417,0.4169,0.6733,0.2578,e32c382ffff3db985787cb8a64422bc49bb3e6356068faf8f7d4e6945cd2b0ca
MiddleEast/hard/P003/000122,MiddleEast,MiddleEast,hard,P003,122,32,validation,4.1406,15504.0,0,0.8987,0.3924,0.6415,0.2661,b819172b4799e7c4bc5bcfd1ccc616842d087630ff57e33bc6f6b292694073d2
MiddleEast/hard/P003/000400,MiddleEast,MiddleEast,hard,P003,400,32,validation,1.6333,16328.0,0,0.8679,0.2984,0.5877,0.197,012b26788768e37de4c663b430e1bf1db567e7df6442e54b0c72c143c06da23c
MiddleEast/hard/P004/000134,MiddleEast,MiddleEast,hard,P004,134,32,validation,8.8516,357.0,4439,0.8977,0.5138,0.344,0.3683,1dc1e1bedb44435a751c3c6650ea4bc49318778b6ded03022e328fe04005e649
MiddleEast/hard/P004/000435,MiddleEast,MiddleEast,hard,P004,435,32,validation,5.3711,32.92,37,0.9636,0.3307,0.0628,0.1537,0a58f24ec78ebcd543b654ee84d597d11bbbdf767f70de5fae989127577b9895
MiddleEast/hard/P005/000232,MiddleEast,MiddleEast,hard,P005,232,32,validation,5.2734,69.25,1457,0.9076,0.3592,0.1841,0.4298,6cf29b616cdf1b195b45c03485b96755fd100b2e1f8b14dc9a6d43e2d85de417
MiddleEast/hard/P005/000726,MiddleEast,MiddleEast,hard,P005,726,32,validation,5.0684,78.19,4883,0.9299,0.3373,0.3364,0.2532,190c61ff2c58de589c290c947379cc055e4c776b7bae5eb3e51d69edd2395ac6
MiddleEast/hard/P006/000114,MiddleEast,MiddleEast,hard,P006,114,32,validation,3.6035,57.41,3190,0.8729,0.2971,0.2574,0.3568,36ca759ebbde821c3f62cdc9446dfd711d8f1a839fb2b915d5ead21deadd6e5f
MiddleEast/hard/P006/000375,MiddleEast,MiddleEast,hard,P006,375,32,validation,5.8672,52.41,3099,0.9351,0.3993,0.312,0.3886,4b1bc27779adc0d1e5e1429e84cb359c8a8f3e3aff2aeff8f34b91c06eb7e40a
MiddleEast/hard/P007/000098,MiddleEast,MiddleEast,hard,P007,98,32,validation,3.6973,57.44,42,0.9347,0.3492,0.0831,0.3218,9ec731910b59884a8a7299e8bc908b17ad11d78eb1d5f3af41e13ed7fad02fbc
MiddleEast/hard/P007/000325,MiddleEast,MiddleEast,hard,P007,325,32,validation,8.1328,71.94,5581,0.8982,0.4046,0.41,0.3694,84a599f19cdca3d7911d4e7eff48d21e448b09096f009b80bbde1736c96b77b4
MiddleEast/hard/P008/000126,MiddleEast,MiddleEast,hard,P008,126,32,validation,17.9141,65.81,6,0.7681,0.5486,0.6537,0.2358,a415852cb70f94167d7e9478417c5a3ed81964efe352e6125ea639660cd0e7b4
MiddleEast/hard/P008/000410,MiddleEast,MiddleEast,hard,P008,410,32,validation,2.6484,46.69,0,0.8324,0.138,0.1312,0.283,fc99bf8ebfea750005998e8adb6936cea02497b9aaefd529efbe09280833a9c7
MiddleEast/hard/P009/000166,MiddleEast,MiddleEast,hard,P009,166,32,validation,4.8867,44.34,0,0.9339,0.4701,0.2764,0.2288,853b75e2b71db8daf53b53cec0c876421e76c24fb2eb7881cd310eb58428786d
MiddleEast/hard/P009/000529,MiddleEast,MiddleEast,hard,P009,529,32,validation,4.0625,15.99,0,0.9209,0.349,0.5193,0.3858,7e9a2249180ab9f904512c15ac7f82faa310bb455920f10a66108ce879e4045f
MiddleEast/hard/P010/000115,MiddleEast,MiddleEast,hard,P010,115,32,validation,3.332,50.59,0,0.8002,0.352,0.3886,0.4778,cfb0688ad78c3e294d0486a7f0a70a7c319d2e0697c477778014d05cdea6b72b
MiddleEast/hard/P010/000377,MiddleEast,MiddleEast,hard,P010,377,32,validation,11.0469,58.0,14,0.7578,0.3347,0.5198,0.3385,1d39387c8a47b2eca1dc60d6b3fcbcb5a6bc5bd36f0561cd931ebba103adab39
MiddleEast/hard/P011/000120,MiddleEast,MiddleEast,hard,P011,120,32,validation,4.7422,49.31,1,0.893,0.4334,0.4477,0.2887,dd3e3f32ecca3a659292032702a467d31b85e0e55ac90ec5b5c67ea1b02dae5b
MiddleEast/hard/P011/000394,MiddleEast,MiddleEast,hard,P011,394,32,validation,1.957,76.0,0,0.8253,0.165,0.2289,0.666,336c4a432b117a038afda5f8c50dde6394718b72b678589234fddc0db838b178
ModUrbanCity/easy/P000/000509,ModUrbanCity,ModUrbanCity,easy,P000,509,32,train,9.3672,4016.0,0,0.9332,0.4917,0.7392,0.2662,f017a61a87a011784e8e7210a52ab75aad9bd909eaae294bdb7d79991ed16195
ModUrbanCity/easy/P000/001559,ModUrbanCity,ModUrbanCity,easy,P000,1559,32,train,1.5332,5.53,0,0.9047,0.0774,0.1269,0.1888,809b78fbe5bc6dff482f459cfe18bc6a2bf8a8a68c3523d44438d1cd79779a2b
ModUrbanCity/easy/P001/000399,ModUrbanCity,ModUrbanCity,easy,P001,399,32,train,2.0391,3158.0,0,0.976,0.4821,0.1732,0.2472,dbbd6cf15c6ed60b82cae83371e567d903d53b9ee107f8c3898900b0a4f26d80
ModUrbanCity/easy/P001/001228,ModUrbanCity,ModUrbanCity,easy,P001,1228,32,train,1.7305,19.72,0,0.946,0.3176,0.1534,0.0883,ff7419446ac7f2480f9e02fce4859c4cd1246052371ca5724db6088c27debef9
ModUrbanCity/easy/P002/000242,ModUrbanCity,ModUrbanCity,easy,P002,242,32,train,2.9639,3994.0,0,0.9657,0.4284,0.2451,0.0893,5f123faa3fd6060a6f7b6528565265926e302ff83391f46834bda8810c326936
ModUrbanCity/easy/P002/000757,ModUrbanCity,ModUrbanCity,easy,P002,757,32,train,5.043,4014.0,0,0.9659,0.3068,0.2521,0.1923,9e2ef2c1c99701dfce48ecfd9464993bc577413c0954f83dec45b0a6b1d5c035
ModUrbanCity/easy/P003/000357,ModUrbanCity,ModUrbanCity,easy,P003,357,32,train,4.2227,4082.0,0,0.9814,0.5355,0.3434,0.1384,1e06daaccacd7eb4dac2b78172d2f7a2daa2cd194b6c87cb42a850405eb0d561
ModUrbanCity/easy/P003/001103,ModUrbanCity,ModUrbanCity,easy,P003,1103,32,train,8.7188,4020.0,0,0.9885,0.1948,0.8498,0.2877,a19db5e7ead1288c5368f061014748ad703e3a073724268063f0bca62289adbd
ModUrbanCity/easy/P004/000268,ModUrbanCity,ModUrbanCity,easy,P004,268,32,train,1.5488,20.75,0,0.9746,0.2401,0.3263,0.1576,9d2ecef05f8635c3199b9203b492951642b2da934f19df7e5b91c6ea362fbcbe
ModUrbanCity/easy/P004/000834,ModUrbanCity,ModUrbanCity,easy,P004,834,32,train,2.5303,28.94,0,0.9906,0.399,0.3055,0.1466,9f2b32e58105e40e8e018467b8b4cd3462f6ecebeedb1a0691059120d9405c12
ModUrbanCity/easy/P005/000346,ModUrbanCity,ModUrbanCity,easy,P005,346,32,train,5.3008,36.75,0,0.9889,0.486,0.4597,0.1433,29b4f63bf9ac021ef6baa699ab97209a7f27a5a52a0f57d07c37b7b7fa605873
ModUrbanCity/easy/P005/001070,ModUrbanCity,ModUrbanCity,easy,P005,1070,32,train,4.5703,30.2,0,0.987,0.1426,0.5488,0.2836,7b43aed38505dee515cb35820f54107d55fa34a3245807a223294672066c1e89
ModUrbanCity/easy/P006/000366,ModUrbanCity,ModUrbanCity,easy,P006,366,32,train,1.3828,25.59,0,0.7481,0.2783,0.2728,0.3411,0475a7187cba7bf80ccf89bf42e3b9508eadad2854da3aba63a33799f4a5f204
ModUrbanCity/easy/P006/001128,ModUrbanCity,ModUrbanCity,easy,P006,1128,32,train,2.748,4044.0,0,0.9566,0.2201,0.6128,0.1328,5aed848c98cb9c366233cc54e76eec23e71d7a30fbc05b7ca332ba3f0f66b663
ModUrbanCity/easy/P007/000441,ModUrbanCity,ModUrbanCity,easy,P007,441,32,train,6.5039,3270.0,0,0.9897,0.2566,0.615,0.3164,8bedfb6df482d1047394a245192253afb0b4d4a021ad837cf41125acd3f2c0a1
ModUrbanCity/easy/P007/001354,ModUrbanCity,ModUrbanCity,easy,P007,1354,32,train,2.5996,17.84,0,0.953,0.3056,0.4877,0.2295,645a08c7d473150def70c6896561f3640311c80b3dd8cadc721826f777af0738
ModUrbanCity/easy/P008/000281,ModUrbanCity,ModUrbanCity,easy,P008,281,32,train,5.1484,4104.0,0,0.96,0.3313,0.3356,0.1603,48d63410660f6a1137cd47e5df20d95da41d1ba85b76737ed0e94be2db4b7b3d
ModUrbanCity/easy/P008/000874,ModUrbanCity,ModUrbanCity,easy,P008,874,32,train,4.2031,21.75,0,0.9891,0.5504,0.5278,0.1175,4ebf24bc80fb1c6bc47e9b1655ceb3e47b7573efcad7e4063bffcbb5908f9fd3
ModUrbanCity/easy/P009/000240,ModUrbanCity,ModUrbanCity,easy,P009,240,32,train,2.668,4024.0,0,0.9089,0.3101,0.4244,0.1281,037225786df5c7a86aaf70da0d184acd508739aeeafa4ee497b599b428f9ed51
ModUrbanCity/easy/P009/000751,ModUrbanCity,ModUrbanCity,easy,P009,751,32,train,8.5781,4054.0,0,0.9543,0.4108,0.7508,0.2487,90c62ddf1c429a0c47fc452a53fc70075efcef491a96a7bbc0ce3a3b7632e219
ModUrbanCity/easy/P010/000418,ModUrbanCity,ModUrbanCity,easy,P010,418,32,train,16.9297,4116.0,0,0.981,0.3153,0.6642,0.0656,109197c899abd4bbc573a2ad0d7ac3a50296b13dbc577e00678fa7d84afdb40a
ModUrbanCity/easy/P010/001286,ModUrbanCity,ModUrbanCity,easy,P010,1286,32,train,3.291,3956.0,0,0.906,0.4569,0.367,0.2924,1ba37e754624875b16150d721fc2e7f2f82777c342ebd8d3c5eeacc7492f0e3a
ModUrbanCity/easy/P011/000256,ModUrbanCity,ModUrbanCity,easy,P011,256,32,train,7.6523,3186.0,0,0.9962,0.3006,0.1749,0.1831,1a5cf97f98ae7a858426f43f58b3c5949dc662570f6a7baba3e1f28196065afb
ModUrbanCity/easy/P011/000800,ModUrbanCity,ModUrbanCity,easy,P011,800,32,train,2.0938,3828.0,0,0.9935,0.1836,0.2389,0.1116,58d43e97abf7c40a52c7ff0099fc5da6db32a7b729e44314b385cc26cb47f3fe
ModUrbanCity/hard/P000/000330,ModUrbanCity,ModUrbanCity,hard,P000,330,32,train,8.9688,3206.0,0,0.8762,0.6208,0.4829,0.3029,6a8003d433628643a5c8bb1523f65c360c06c9b9ae50f9c60ab1775fecb1bfba
ModUrbanCity/hard/P000/001021,ModUrbanCity,ModUrbanCity,hard,P000,1021,32,train,2.0244,6.31,0,0.9571,0.11,0.2053,0.1785,961e61e3dd040125be789d9d75833b234f6f4262635753931a86e11d70206a58
ModUrbanCity/hard/P001/000246,ModUrbanCity,ModUrbanCity,hard,P001,246,32,train,1.2891,3676.0,0,0.9104,0.1539,0.0323,0.2692,c780587146a201cdca370ce49d6beab4fd0431177c1ccd17cc1dc657deb39e4e
ModUrbanCity/hard/P001/000768,ModUrbanCity,ModUrbanCity,hard,P001,768,32,train,1.668,22.95,0,0.851,0.4088,0.2886,0.2393,08f7895ea9b59f73ed430dae1fcee148f6fcef64d4ff1b6de365521edbb5f282
ModUrbanCity/hard/P002/000127,ModUrbanCity,ModUrbanCity,hard,P002,127,32,train,2.4004,3532.0,0,0.8978,0.4227,0.1985,0.2879,ee127d2312440b2dd6b769771a143d4722392febf47213a6bf712628919ea2a7
ModUrbanCity/hard/P002/000413,ModUrbanCity,ModUrbanCity,hard,P002,413,32,train,3.0918,3748.0,0,0.7543,0.4875,0.3572,0.6731,37e4ecdfad366392b6000973dc2fd4f8461a64fa37cfe8562329c70ab6868b97
ModUrbanCity/hard/P003/000206,ModUrbanCity,ModUrbanCity,hard,P003,206,32,train,13.2656,4116.0,0,0.873,0.4777,0.6877,0.4223,0cd6bfe85ac2d1569ee1cc6b5515a3486c35f896bfcb557d73b2376f8514e05a
ModUrbanCity/hard/P003/000650,ModUrbanCity,ModUrbanCity,hard,P003,650,32,train,9.8438,4012.0,0,0.9596,0.2957,0.72,0.373,443a9bf42a97fa309b07cabf2bf5510f9b4f8d27c3a970dae5c3d2abf14b7bfe
ModUrbanCity/hard/P004/000143,ModUrbanCity,ModUrbanCity,hard,P004,143,32,train,1.6396,6.34,0,0.9598,0.1101,0.2242,0.1353,0b532546cb8e27377c4f12cb13e71cfb3576cb331fcfc6f869d5d3327068ab6a
ModUrbanCity/hard/P004/000461,ModUrbanCity,ModUrbanCity,hard,P004,461,32,train,3.2383,9.55,0,0.9449,0.4438,0.3809,0.2365,4e2df4ad8cf92aa9ff5b89c3ac39b57521276c6c23f564a88ffcf4b3cb9dbc7b
ModUrbanCity/hard/P005/000181,ModUrbanCity,ModUrbanCity,hard,P005,181,32,train,8.1406,4096.0,0,0.8413,0.5896,0.5961,0.3816,4046a114dd373ba6588e15d31111ed091cd740751bbf4f84fb9d5c05bbaba974
ModUrbanCity/hard/P005/000576,ModUrbanCity,ModUrbanCity,hard,P005,576,32,train,1.623,3608.0,0,0.8412,0.27,0.3089,0.366,1002968115f4ecc1fe87e55bd73739e3eb799db6d2797d3efb813e8908886f81
ModUrbanCity/hard/P006/000210,ModUrbanCity,ModUrbanCity,hard,P006,210,32,train,6.6289,4082.0,0,0.8868,0.4564,0.5769,0.4711,5258b73cae55ed5ae0d614fa3fe95a94e6ce720529b773c6cd367120aa7ed355
ModUrbanCity/hard/P006/000661,ModUrbanCity,ModUrbanCity,hard,P006,661,32,train,3.166,4056.0,0,0.8727,0.3053,0.4807,0.2169,8ccf9389ea18bab3e1eb5bcb7fea88ffa5ca440e6d3d11781d6ce431f65bb8ec
ModUrbanCity/hard/P007/000276,ModUrbanCity,ModUrbanCity,hard,P007,276,32,train,14.2656,4136.0,0,0.9629,0.3202,0.8808,0.2044,732c85d22e262bcb873a644e3b4699bd7d35d75f1cff0c6c3e4b9bbe9b43477b
ModUrbanCity/hard/P007/000858,ModUrbanCity,ModUrbanCity,hard,P007,858,32,train,2.4668,21.12,0,0.9455,0.3133,0.422,0.2368,ecd1c5365c534b8266314a130235765c1c86acee7b8cc132e165dd27e3f2bb30
ModUrbanCity/hard/P008/000128,ModUrbanCity,ModUrbanCity,hard,P008,128,32,train,2.7188,3866.0,0,0.8413,0.4607,0.2828,0.4819,385a37023133f91e3d1a10ade03ace4c1203237c2c35f56971f70882bc580e5b
ModUrbanCity/hard/P008/000414,ModUrbanCity,ModUrbanCity,hard,P008,414,32,train,1.6807,11.12,0,0.8945,0.2218,0.5261,0.2035,9b0513b6fc7c1a745884aaff2bafcfcf794c713097c4899d9c2c142fcb443a28
ModUrbanCity/hard/P009/000156,ModUrbanCity,ModUrbanCity,hard,P009,156,32,train,2.3809,4.46,0,0.8874,0.1314,0.2777,0.3385,144851df20decf2b9d0a125fe2d671850826171490ec2e0090c2f90fc1d95e0f
ModUrbanCity/hard/P009/000498,ModUrbanCity,ModUrbanCity,hard,P009,498,32,train,7.3281,3896.0,0,0.9112,0.379,0.6516,0.3625,57e6cc7d49401582030805e8897002bb9b8f91b54c07b8aaf7a407a92a3d4638
ModUrbanCity/hard/P010/000228,ModUrbanCity,ModUrbanCity,hard,P010,228,32,train,2.1074,3976.0,0,0.8457,0.3724,0.3817,0.1836,ed0e210126e684c74ae738469b48db935e335ef2b68804ddeddbdce1e5a41947
ModUrbanCity/hard/P010/000717,ModUrbanCity,ModUrbanCity,hard,P010,717,32,train,2.1211,7.18,0,0.8943,0.2461,0.4716,0.2485,78d78565e1dcc16cfeffda17750ad97cd0487ea66478178b51574b994d232821
ModUrbanCity/hard/P011/000142,ModUrbanCity,ModUrbanCity,hard,P011,142,32,train,4.5625,2986.0,0,0.9147,0.1191,0.2617,0.5955,040a71c8c538023a2d1513d86c2fee3193fb72819b974b5adcf07e95ac6da8b0
ModUrbanCity/hard/P011/000459,ModUrbanCity,ModUrbanCity,hard,P011,459,32,train,15.4766,4072.0,0,0.9469,0.335,0.8379,0.112,1f2b3d0d408add43b0c3ea0cf2783976717b109e26405da7dd5166059bbbf822
ModernCityDowntown/easy/P000/000307,ModernCityDowntown,ModernCityDowntown,easy,P000,307,32,train,18.6641,16376.0,0,0.992,0.265,0.3321,0.1128,b3b380c636cba88a2d268c52c9e754302790bd8492091fc4e36bcc5681f9b8f5
ModernCityDowntown/easy/P000/000953,ModernCityDowntown,ModernCityDowntown,easy,P000,953,32,train,6.2344,35.44,0,0.911,0.0036,0.2499,0.2939,d702f49ffffaed90b77f5c0e14b3a05f08234dc4d6b7eedd0bd6e2467c5d08d6
ModernCityDowntown/easy/P001/000402,ModernCityDowntown,ModernCityDowntown,easy,P001,402,32,train,4.625,80.31,0,0.9682,0.1879,0.5742,0.2157,0563ba3f2f1c6c2172453050739469521e0e20319e5260afc064f9190cca8b7a
ModernCityDowntown/easy/P001/001237,ModernCityDowntown,ModernCityDowntown,easy,P001,1237,32,train,11.7109,43.81,0,0.9967,0.1722,0.0768,0.0652,4f2ddfca6bd5172b35aaba821530b3569b0c795879adc9548d1c58e1045cb3e7
ModernCityDowntown/easy/P002/000220,ModernCityDowntown,ModernCityDowntown,easy,P002,220,32,train,9.3984,13072.0,0,0.9883,0.1497,0.4618,0.2301,eedeb784562ca8963133d899ff15913c3c2fc8fa800b7142fd6a8bd4351acd65
ModernCityDowntown/easy/P002/000691,ModernCityDowntown,ModernCityDowntown,easy,P002,691,32,train,2.6484,13272.0,0,0.9544,0.2881,0.3279,0.4325,0b45165784de36d9c6568f2469f93c7a19867a49dc350caed335bd1db161542e
ModernCityDowntown/easy/P003/000180,ModernCityDowntown,ModernCityDowntown,easy,P003,180,32,train,11.8789,15464.0,0,0.8831,0.5426,0.3604,0.3881,66b4f95eaeb37b08ec34306c0b3e91c2fb0e3a93e31376ee31e7c722ee418e46
ModernCityDowntown/easy/P003/000574,ModernCityDowntown,ModernCityDowntown,easy,P003,574,32,train,40.2344,16160.0,0,0.9537,0.5207,0.5493,0.1226,b6c4ac5d06bc23f8d58ba57b00bb9a66e8762441823b9ed269e032adcd39de93
ModernCityDowntown/easy/P004/000206,ModernCityDowntown,ModernCityDowntown,easy,P004,206,32,train,1.0635,15544.0,0,0.9208,0.1727,0.2148,0.1203,aaed922155e629a9e1b6f5488cd2f01addcf27179e16f058396fb2083fc3d68a
ModernCityDowntown/easy/P004/000649,ModernCityDowntown,ModernCityDowntown,easy,P004,649,32,train,8.7031,46.0,0,0.9503,0.6951,0.2578,0.1976,97aa3c50dcb6c708a909c5adb23209494873e8574b8f8c30520518025ea8046b
ModernCityDowntown/easy/P005/000446,ModernCityDowntown,ModernCityDowntown,easy,P005,446,32,train,4.3867,36.5,0,0.9655,0.4359,0.0868,0.0695,83194a3b83c82bbedb216e752ca700cf6cb4ec28a45983aaa54a5c18b54112d9
ModernCityDowntown/easy/P005/001372,ModernCityDowntown,ModernCityDowntown,easy,P005,1372,32,train,12.375,14904.0,0,0.9937,0.2317,0.2794,0.1369,957c2353415155000ebd934701c582ef74f176cce9386e0275a9490642f937a0
ModernCityDowntown/easy/P006/000489,ModernCityDowntown,ModernCityDowntown,easy,P006,489,32,train,2.6992,38.66,0,0.9774,0.1465,0.6344,0.148,06ff19a6120590b0ea9d88d915358c9221e4d36a5eaa5be775c71a8be5b1f642
ModernCityDowntown/easy/P006/001500,ModernCityDowntown,ModernCityDowntown,easy,P006,1500,32,train,28.0469,16256.0,0,0.9795,0.3421,0.2608,0.1601,f9a375a27927b0facd492975bb50fcacf423ed3ab115746dcbb096be9fc26767
